BEGIN_YEARMONTH,BEGIN_DAY,BEGIN_TIME,END_YEARMONTH,END_DAY,END_TIME,EPISODE_ID,EVENT_ID,STATE,STATE_FIPS,YEAR,MONTH_NAME,EVENT_TYPE,CZ_TYPE,CZ_FIPS,CZ_NAME,cty_fips,WFO,BEGIN_DATE_TIME,CZ_TIMEZONE,END_DATE_TIME,INJURIES_DIRECT,INJURIES_INDIRECT,DEATHS_DIRECT,DEATHS_INDIRECT,DAMAGE_PROPERTY,DAMAGE_CROPS,SOURCE,MAGNITUDE,MAGNITUDE_TYPE,FLOOD_CAUSE,CATEGORY,TOR_F_SCALE,TOR_LENGTH,TOR_WIDTH,TOR_OTHER_WFO,TOR_OTHER_CZ_STATE,TOR_OTHER_CZ_FIPS,TOR_OTHER_CZ_NAME,BEGIN_RANGE,BEGIN_AZIMUTH,BEGIN_LOCATION,END_RANGE,END_AZIMUTH,END_LOCATION,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EPISODE_NARRATIVE,EVENT_NARRATIVE,DATA_SOURCE
199609,5,1700,199609,6,500,2053170,5580062,NORTH CAROLINA,37,1996,September,Hurricane (Typhoon),Z,85,SCOTLAND,37085,RAH,05-SEP-96 17:00:00,EST,06-SEP-96 05:00:00,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hurricane FRAN was the worst natural economic disaster to occur in North Carolina history.  In the RAH county warning area along, the damage exceeded 2 billion dollars. Damage to crops, livestock, farm equipment/buildings was over 400 million. The agricultural damage was the greatest in Sampson, Johnston, and Wayne counties. Several hundred thousand trees were uprooted or broken. Ten's of thousands of homes were damaged by falling trees. In the path of the storm's center, almost every neighborhood was affected.The copious rainfall produced many severe flash and river floods.The flooding on the Haw River at the town of Haw River, the Neuse River at Smithfield and Goldsboro, and the Tar River at Louisburg and Rocky Mount, all neared or exceeded the highest flood on record. Many homes located in the flood plain had to be evacuated. The most massive evacuation occurred in Goldsboro where residents of 550 homes had to be moved to public shelters. Hundreds of cars in Goldsboro were damaged by water, many of which were underwater with only their radio antenna showing. Many homes and businesses incurred heavy losses.  Along the Crabtree Creek in Raleigh, which crested at its highest since 1973, hundreds of new cars from local dealerships floated in 6 feet of water. Scores of businesses reported heavy damage at the areas's largest shopping center. The basic necessities of life were missing for several days: milk, bread, drinking water, power, and telephone service.  It took more than 10 days for power to be restored in many areas. Schools were closed for a week in the hardest hit counties. Automobile travel was hazardous for days after the storm due to fallen and falling trees.  A full twelve days after the event, 150 secondary roads were still closed.",NA,PDC
199609,2,600,199609,2,2300,2055926,5578714,MAINE,23,1996,September,Hurricane (Typhoon),Z,26,LINCOLN,23026,GYX,02-SEP-96 06:00:00,EST,02-SEP-96 23:00:00,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hurricane Edouard moved northeastward well offshore causing over an inch of rain along the immediate coast with lesser amounts inland.  Winds gusted to 33 kts at Portland with higher gusts at marine stations in the coastal waters.  Mt. Desert Rock had a 1-minute wind of 41 kts with a peak gust of 47 kts.  The wind knocked over trees in some coastal areas.  Several boats that dragged or broke loose from their moorings in Southwest Harbor were damaged.  Two people on Mt. Desert Island were injured and treated at an area hospital when they were caught offgaurd by a large breaker and thrown down onto jagged rocks.  In Kittery, water poured through two sections of the municiple office building roof, damaging computer equipment.",NA,PDC
199609,5,1700,199609,6,500,2053170,5580049,NORTH CAROLINA,37,1996,September,Hurricane (Typhoon),Z,39,RANDOLPH,37039,RAH,05-SEP-96 17:00:00,EST,06-SEP-96 05:00:00,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hurricane FRAN was the worst natural economic disaster to occur in North Carolina history.  In the RAH county warning area along, the damage exceeded 2 billion dollars. Damage to crops, livestock, farm equipment/buildings was over 400 million. The agricultural damage was the greatest in Sampson, Johnston, and Wayne counties. Several hundred thousand trees were uprooted or broken. Ten's of thousands of homes were damaged by falling trees. In the path of the storm's center, almost every neighborhood was affected.The copious rainfall produced many severe flash and river floods.The flooding on the Haw River at the town of Haw River, the Neuse River at Smithfield and Goldsboro, and the Tar River at Louisburg and Rocky Mount, all neared or exceeded the highest flood on record. Many homes located in the flood plain had to be evacuated. The most massive evacuation occurred in Goldsboro where residents of 550 homes had to be moved to public shelters. Hundreds of cars in Goldsboro were damaged by water, many of which were underwater with only their radio antenna showing. Many homes and businesses incurred heavy losses.  Along the Crabtree Creek in Raleigh, which crested at its highest since 1973, hundreds of new cars from local dealerships floated in 6 feet of water. Scores of businesses reported heavy damage at the areas's largest shopping center. The basic necessities of life were missing for several days: milk, bread, drinking water, power, and telephone service.  It took more than 10 days for power to be restored in many areas. Schools were closed for a week in the hardest hit counties. Automobile travel was hazardous for days after the storm due to fallen and falling trees.  A full twelve days after the event, 150 secondary roads were still closed.",NA,PDC
199609,4,1800,199609,6,1700,2054545,5580426,NORTH CAROLINA,37,1996,September,Hurricane (Typhoon),Z,92,JONES,37092,MHX,04-SEP-96 18:00:00,EST,06-SEP-96 17:00:00,0,0,0,0,5M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hurricane Fran moved onshore near Cape Fear Thursday evening (9/6) and raced north toward Raleigh cutting a swath of destruction.  The Category 3 hurricane destroyed or damaged 90% of the homes in North Topsail Beach.  The town hall and police station were destroyed.  A 15 foot storm surge cut a 100-foot-wide inlet through thye middle of the island.  A Camp Lejeune-based Marine lost his life when he and two others mistakenly drove onto the island at the height of the storm.  State Route 1568 was washed out and NC210 was covered with sand.  Damage in North Topsail and Onslow County alone exceeds $500 million as 6,688 structures were destroyed or damaged.  In Carteret County, Emerald Isle reported 67 homes destroyed and 409 with major damage.  Thirty-three mobile homes were destroyed.  The Emerald Isle fishing pier was destroyed, and Bogue Sound Pier lost 150 feet.  Erosion along the dunes ranged from 5 to 20 feet.  Winds gusted to 100 mph at Atlantic Beach.  Storm surge in Swansboro was measured at 10 feet.  Several businesses along the waterfront were destroyed and water covered Main Street.  Storm surges approaching 9 feet flooded portions of Washington and Belhaven.  The storm surge in Washington was the highest since the September 3, 1912 unnamed hurricane.  New Bern had a storm surge on the Neuse River of 10 feet.  One bridge was closed when an approach road collapsed.  Other bridges were out near Stella and Swansboro.  One man was killed near Greenville when his car struck a tree.  In Duplin County, near Rose Hill, a woman perished when her chimney collapsed through the house.  A woman died when a tree fell through her trailer in Catherine Lake, Onslow County.  Wind gusts measured included 94 mph at the New River Marine Corps Air Station in Jacksonville and 92 mph at Duke Marine Labs in Beaufort.",NA,PDC
199609,6,100,199609,6,1500,2056654,5583693,MARYLAND,24,1996,September,Hurricane (Typhoon),Z,21,DORCHESTER,24021,AKQ,06-SEP-96 01:00:00,EST,06-SEP-96 15:00:00,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Spiral bands associated with Hurricane Fran affected the Lower Maryland Eastern Shore during Friday, September 6th. The highest sustained wind speed recorded was 22 mph at Salisbury with the highest gust at 35 mph. A storm surge of 4 to 6 feet inundated portions of the communities of Taylors Island, Hoopers Island, and Madison in Dorchester county along the Chesapeake Bay. Many roads were flooded with some homes receiving water damage at the time of high tide. Dorchester county officials reported approximately $925,000 in damage from Fran. The vast majority of this amount was for replacement of damaged bulkheads and shoreline. In some locations, nearly 10 feet of shore was lost due to surge effects.  This was considered the worst storm surge flooding since Hurricane Hazel in October 1954. Some minor flooding also occurred in Somerset county in the towns of Crisfield and Wenona. Tides were 2 feet above normal. Also, a few trees and power lines were blown down.",NA,PDC
199609,2,600,199609,2,2300,2055926,5578715,MAINE,23,1996,September,Hurricane (Typhoon),Z,27,KNOX,23027,GYX,02-SEP-96 06:00:00,EST,02-SEP-96 23:00:00,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hurricane Edouard moved northeastward well offshore causing over an inch of rain along the immediate coast with lesser amounts inland.  Winds gusted to 33 kts at Portland with higher gusts at marine stations in the coastal waters.  Mt. Desert Rock had a 1-minute wind of 41 kts with a peak gust of 47 kts.  The wind knocked over trees in some coastal areas.  Several boats that dragged or broke loose from their moorings in Southwest Harbor were damaged.  Two people on Mt. Desert Island were injured and treated at an area hospital when they were caught offgaurd by a large breaker and thrown down onto jagged rocks.  In Kittery, water poured through two sections of the municiple office building roof, damaging computer equipment.",NA,PDC
199607,12,800,199607,12,2300,2045671,5568580,NORTH CAROLINA,37,1996,July,Hurricane (Typhoon),Z,73,STANLY,37073,RAH,12-JUL-96 08:00:00,EST,12-JUL-96 23:00:00,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hurricane Bertha moved along the edge of the NWSFO Raleigh county warning area. Three counties sustained substantial crop damage:Wayne $12 million, Wilson $7 million, and Johnston $2 million.Structural damage was light and was primarily caused by trees on homes and cars.  The hardest hit county was Wayne where property damage was estimated at $500 thousand. Power outages were widespread in the eastern counties as trees took down power lines. Two F0 tornadoes occurred: one in Wake and one in Wilson counties. No injuries or deaths were reported.The highest wind recorded was 60 mph at Seymour Johnson AFB near Goldsboro. Greatest rainfall was four inches, also at the AFB.",NA,PDC
199609,4,1800,199609,6,1700,2054545,5580431,NORTH CAROLINA,37,1996,September,Hurricane (Typhoon),Z,103,EASTERN DARE,37103,MHX,04-SEP-96 18:00:00,EST,06-SEP-96 17:00:00,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hurricane Fran moved onshore near Cape Fear Thursday evening (9/6) and raced north toward Raleigh cutting a swath of destruction.  The Category 3 hurricane destroyed or damaged 90% of the homes in North Topsail Beach.  The town hall and police station were destroyed.  A 15 foot storm surge cut a 100-foot-wide inlet through thye middle of the island.  A Camp Lejeune-based Marine lost his life when he and two others mistakenly drove onto the island at the height of the storm.  State Route 1568 was washed out and NC210 was covered with sand.  Damage in North Topsail and Onslow County alone exceeds $500 million as 6,688 structures were destroyed or damaged.  In Carteret County, Emerald Isle reported 67 homes destroyed and 409 with major damage.  Thirty-three mobile homes were destroyed.  The Emerald Isle fishing pier was destroyed, and Bogue Sound Pier lost 150 feet.  Erosion along the dunes ranged from 5 to 20 feet.  Winds gusted to 100 mph at Atlantic Beach.  Storm surge in Swansboro was measured at 10 feet.  Several businesses along the waterfront were destroyed and water covered Main Street.  Storm surges approaching 9 feet flooded portions of Washington and Belhaven.  The storm surge in Washington was the highest since the September 3, 1912 unnamed hurricane.  New Bern had a storm surge on the Neuse River of 10 feet.  One bridge was closed when an approach road collapsed.  Other bridges were out near Stella and Swansboro.  One man was killed near Greenville when his car struck a tree.  In Duplin County, near Rose Hill, a woman perished when her chimney collapsed through the house.  A woman died when a tree fell through her trailer in Catherine Lake, Onslow County.  Wind gusts measured included 94 mph at the New River Marine Corps Air Station in Jacksonville and 92 mph at Duke Marine Labs in Beaufort.",NA,PDC
199607,12,800,199607,12,2300,2045671,5568581,NORTH CAROLINA,37,1996,July,Hurricane (Typhoon),Z,74,MONTGOMERY,37074,RAH,12-JUL-96 08:00:00,EST,12-JUL-96 23:00:00,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hurricane Bertha moved along the edge of the NWSFO Raleigh county warning area. Three counties sustained substantial crop damage:Wayne $12 million, Wilson $7 million, and Johnston $2 million.Structural damage was light and was primarily caused by trees on homes and cars.  The hardest hit county was Wayne where property damage was estimated at $500 thousand. Power outages were widespread in the eastern counties as trees took down power lines. Two F0 tornadoes occurred: one in Wake and one in Wilson counties. No injuries or deaths were reported.The highest wind recorded was 60 mph at Seymour Johnson AFB near Goldsboro. Greatest rainfall was four inches, also at the AFB.",NA,PDC
199609,5,1700,199609,6,500,2053170,5580048,NORTH CAROLINA,37,1996,September,Hurricane (Typhoon),Z,38,DAVIDSON,37038,RAH,05-SEP-96 17:00:00,EST,06-SEP-96 05:00:00,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hurricane FRAN was the worst natural economic disaster to occur in North Carolina history.  In the RAH county warning area along, the damage exceeded 2 billion dollars. Damage to crops, livestock, farm equipment/buildings was over 400 million. The agricultural damage was the greatest in Sampson, Johnston, and Wayne counties. Several hundred thousand trees were uprooted or broken. Ten's of thousands of homes were damaged by falling trees. In the path of the storm's center, almost every neighborhood was affected.The copious rainfall produced many severe flash and river floods.The flooding on the Haw River at the town of Haw River, the Neuse River at Smithfield and Goldsboro, and the Tar River at Louisburg and Rocky Mount, all neared or exceeded the highest flood on record. Many homes located in the flood plain had to be evacuated. The most massive evacuation occurred in Goldsboro where residents of 550 homes had to be moved to public shelters. Hundreds of cars in Goldsboro were damaged by water, many of which were underwater with only their radio antenna showing. Many homes and businesses incurred heavy losses.  Along the Crabtree Creek in Raleigh, which crested at its highest since 1973, hundreds of new cars from local dealerships floated in 6 feet of water. Scores of businesses reported heavy damage at the areas's largest shopping center. The basic necessities of life were missing for several days: milk, bread, drinking water, power, and telephone service.  It took more than 10 days for power to be restored in many areas. Schools were closed for a week in the hardest hit counties. Automobile travel was hazardous for days after the storm due to fallen and falling trees.  A full twelve days after the event, 150 secondary roads were still closed.",NA,PDC
199607,12,800,199607,12,2300,2045671,5568562,NORTH CAROLINA,37,1996,July,Hurricane (Typhoon),Z,8,GRANVILLE,37008,RAH,12-JUL-96 08:00:00,EST,12-JUL-96 23:00:00,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hurricane Bertha moved along the edge of the NWSFO Raleigh county warning area. Three counties sustained substantial crop damage:Wayne $12 million, Wilson $7 million, and Johnston $2 million.Structural damage was light and was primarily caused by trees on homes and cars.  The hardest hit county was Wayne where property damage was estimated at $500 thousand. Power outages were widespread in the eastern counties as trees took down power lines. Two F0 tornadoes occurred: one in Wake and one in Wilson counties. No injuries or deaths were reported.The highest wind recorded was 60 mph at Seymour Johnson AFB near Goldsboro. Greatest rainfall was four inches, also at the AFB.",NA,PDC
199607,12,800,199607,12,2300,2045671,5568563,NORTH CAROLINA,37,1996,July,Hurricane (Typhoon),Z,9,VANCE,37009,RAH,12-JUL-96 08:00:00,EST,12-JUL-96 23:00:00,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hurricane Bertha moved along the edge of the NWSFO Raleigh county warning area. Three counties sustained substantial crop damage:Wayne $12 million, Wilson $7 million, and Johnston $2 million.Structural damage was light and was primarily caused by trees on homes and cars.  The hardest hit county was Wayne where property damage was estimated at $500 thousand. Power outages were widespread in the eastern counties as trees took down power lines. Two F0 tornadoes occurred: one in Wake and one in Wilson counties. No injuries or deaths were reported.The highest wind recorded was 60 mph at Seymour Johnson AFB near Goldsboro. Greatest rainfall was four inches, also at the AFB.",NA,PDC
199609,2,600,199609,2,2300,2055926,5578711,MAINE,23,1996,September,Hurricane (Typhoon),Z,23,COASTAL YORK,23023,GYX,02-SEP-96 06:00:00,EST,02-SEP-96 23:00:00,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hurricane Edouard moved northeastward well offshore causing over an inch of rain along the immediate coast with lesser amounts inland.  Winds gusted to 33 kts at Portland with higher gusts at marine stations in the coastal waters.  Mt. Desert Rock had a 1-minute wind of 41 kts with a peak gust of 47 kts.  The wind knocked over trees in some coastal areas.  Several boats that dragged or broke loose from their moorings in Southwest Harbor were damaged.  Two people on Mt. Desert Island were injured and treated at an area hospital when they were caught offgaurd by a large breaker and thrown down onto jagged rocks.  In Kittery, water poured through two sections of the municiple office building roof, damaging computer equipment.",NA,PDC
199609,2,600,199609,2,2300,2055926,5578717,MAINE,23,1996,September,Hurricane (Typhoon),Z,29,COASTAL HANCOCK,23029,GYX,02-SEP-96 06:00:00,EST,02-SEP-96 23:00:00,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hurricane Edouard moved northeastward well offshore causing over an inch of rain along the immediate coast with lesser amounts inland.  Winds gusted to 33 kts at Portland with higher gusts at marine stations in the coastal waters.  Mt. Desert Rock had a 1-minute wind of 41 kts with a peak gust of 47 kts.  The wind knocked over trees in some coastal areas.  Several boats that dragged or broke loose from their moorings in Southwest Harbor were damaged.  Two people on Mt. Desert Island were injured and treated at an area hospital when they were caught offgaurd by a large breaker and thrown down onto jagged rocks.  In Kittery, water poured through two sections of the municiple office building roof, damaging computer equipment.",NA,PDC
199609,5,1700,199609,6,500,2053170,5580061,NORTH CAROLINA,37,1996,September,Hurricane (Typhoon),Z,84,RICHMOND,37084,RAH,05-SEP-96 17:00:00,EST,06-SEP-96 05:00:00,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hurricane FRAN was the worst natural economic disaster to occur in North Carolina history.  In the RAH county warning area along, the damage exceeded 2 billion dollars. Damage to crops, livestock, farm equipment/buildings was over 400 million. The agricultural damage was the greatest in Sampson, Johnston, and Wayne counties. Several hundred thousand trees were uprooted or broken. Ten's of thousands of homes were damaged by falling trees. In the path of the storm's center, almost every neighborhood was affected.The copious rainfall produced many severe flash and river floods.The flooding on the Haw River at the town of Haw River, the Neuse River at Smithfield and Goldsboro, and the Tar River at Louisburg and Rocky Mount, all neared or exceeded the highest flood on record. Many homes located in the flood plain had to be evacuated. The most massive evacuation occurred in Goldsboro where residents of 550 homes had to be moved to public shelters. Hundreds of cars in Goldsboro were damaged by water, many of which were underwater with only their radio antenna showing. Many homes and businesses incurred heavy losses.  Along the Crabtree Creek in Raleigh, which crested at its highest since 1973, hundreds of new cars from local dealerships floated in 6 feet of water. Scores of businesses reported heavy damage at the areas's largest shopping center. The basic necessities of life were missing for several days: milk, bread, drinking water, power, and telephone service.  It took more than 10 days for power to be restored in many areas. Schools were closed for a week in the hardest hit counties. Automobile travel was hazardous for days after the storm due to fallen and falling trees.  A full twelve days after the event, 150 secondary roads were still closed.",NA,PDC
199609,2,600,199609,2,2300,2055926,5578716,MAINE,23,1996,September,Hurricane (Typhoon),Z,28,COASTAL WALDO,23028,GYX,02-SEP-96 06:00:00,EST,02-SEP-96 23:00:00,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hurricane Edouard moved northeastward well offshore causing over an inch of rain along the immediate coast with lesser amounts inland.  Winds gusted to 33 kts at Portland with higher gusts at marine stations in the coastal waters.  Mt. Desert Rock had a 1-minute wind of 41 kts with a peak gust of 47 kts.  The wind knocked over trees in some coastal areas.  Several boats that dragged or broke loose from their moorings in Southwest Harbor were damaged.  Two people on Mt. Desert Island were injured and treated at an area hospital when they were caught offgaurd by a large breaker and thrown down onto jagged rocks.  In Kittery, water poured through two sections of the municiple office building roof, damaging computer equipment.",NA,PDC
199609,5,1700,199609,6,500,2053170,5580054,NORTH CAROLINA,37,1996,September,Hurricane (Typhoon),Z,73,STANLY,37073,RAH,05-SEP-96 17:00:00,EST,06-SEP-96 05:00:00,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hurricane FRAN was the worst natural economic disaster to occur in North Carolina history.  In the RAH county warning area along, the damage exceeded 2 billion dollars. Damage to crops, livestock, farm equipment/buildings was over 400 million. The agricultural damage was the greatest in Sampson, Johnston, and Wayne counties. Several hundred thousand trees were uprooted or broken. Ten's of thousands of homes were damaged by falling trees. In the path of the storm's center, almost every neighborhood was affected.The copious rainfall produced many severe flash and river floods.The flooding on the Haw River at the town of Haw River, the Neuse River at Smithfield and Goldsboro, and the Tar River at Louisburg and Rocky Mount, all neared or exceeded the highest flood on record. Many homes located in the flood plain had to be evacuated. The most massive evacuation occurred in Goldsboro where residents of 550 homes had to be moved to public shelters. Hundreds of cars in Goldsboro were damaged by water, many of which were underwater with only their radio antenna showing. Many homes and businesses incurred heavy losses.  Along the Crabtree Creek in Raleigh, which crested at its highest since 1973, hundreds of new cars from local dealerships floated in 6 feet of water. Scores of businesses reported heavy damage at the areas's largest shopping center. The basic necessities of life were missing for several days: milk, bread, drinking water, power, and telephone service.  It took more than 10 days for power to be restored in many areas. Schools were closed for a week in the hardest hit counties. Automobile travel was hazardous for days after the storm due to fallen and falling trees.  A full twelve days after the event, 150 secondary roads were still closed.",NA,PDC
199607,12,1000,199607,13,600,2054534,5579772,NORTH CAROLINA,37,1996,July,Hurricane (Typhoon),Z,79,GREENE,37079,MHX,12-JUL-96 10:00:00,EST,13-JUL-96 06:00:00,0,0,0,0,NA,12.5M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hurricane Bertha slammed into the North Carolina coastline between Surf City and North Topsail Beach causing severe damage to property, utilities and roads.  Hardest hit were agricultural crops which suffered losses in excess of $126 million.  Heaviest damage was in Topsail Beach and all of Onslow County up the coast to Emerald Isle in Carteret County.  In Onslow alone, 199 structures were destroyed (117 were mobile homes).  An 8-10 foot storm surge struck Swansboro and Emerald Isle.  Several businesses were flooded.  Water flowed through the streets of Belhaven in Beaufort County where the surge was around 7 feet.  In New Bern, numerous boats were sunk or damaged at 3 private marinas.  Fishing piers were demolished all along the coast.  New River (Marine Corps Air Station in Jacksonville) reported a peak wind gust of 108 mph.  Rainfall across the region ranged from 8 inches in the Hofman Forest (Onslow) to 6 1/2 inches in Broad Creek to over 5 1/2 in Snow Hill and Washington.",NA,PDC
199607,12,1000,199607,13,600,2054534,5580402,NORTH CAROLINA,37,1996,July,Hurricane (Typhoon),Z,98,ONSLOW,37098,MHX,12-JUL-96 10:00:00,EST,13-JUL-96 06:00:00,10,0,0,0,73M,30M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hurricane Bertha slammed into the North Carolina coastline between Surf City and North Topsail Beach causing severe damage to property, utilities and roads.  Hardest hit were agricultural crops which suffered losses in excess of $126 million.  Heaviest damage was in Topsail Beach and all of Onslow County up the coast to Emerald Isle in Carteret County.  In Onslow alone, 199 structures were destroyed (117 were mobile homes).  An 8-10 foot storm surge struck Swansboro and Emerald Isle.  Several businesses were flooded.  Water flowed through the streets of Belhaven in Beaufort County where the surge was around 7 feet.  In New Bern, numerous boats were sunk or damaged at 3 private marinas.  Fishing piers were demolished all along the coast.  New River (Marine Corps Air Station in Jacksonville) reported a peak wind gust of 108 mph.  Rainfall across the region ranged from 8 inches in the Hofman Forest (Onslow) to 6 1/2 inches in Broad Creek to over 5 1/2 in Snow Hill and Washington.",NA,PDC
